"Filter 1","F1 (2)","StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Consent","SWLS_1","SWL01","SWLS_2","SWL_02","SWLS_3","SWL_03","SWLS_4","SWL_04","SWLS_5","SWL_05","SWLScr","Attention_Check","SCC_1_","SCC_2_","SCC_3_","SCC_4_","SCC_5_","SCC_6","RSCC_6","SCC_7_","SCC_8_","SCC_9_","SCC_10_","SCC_11","RSCC_11","SCC_12_","SCCScr","DN_1","DN_2","DN_3_","RDN_3","DN_Scr","IN_1","IN_2","IN_3","RIN_3","IN_Scr","LM_YA1","LM_YA2","LM_YA3","LM_YA4","LM_YA5","LM_YA6","LM_YA7","LM_YA8","LM_YA9","LM_YA10","LM_YA11","LM_YA12","LM_YA13","LM_YA14","LM_YA15","LM_YA16","LM_MA1","LM_MA2","LM_MA3","LM_MA4","LM_MA5","LM_MA6","LM_MA7","LM_MA8","LM_MA9","LM_MA10","LM_MA11","LM_MA12","LM_MA13","LM_EA1","LM_EA2","LM_EA3","LM_EA4","LM_EA5","LM_EA6","LM_EA7","LM_EA8","LM_EA9","LM_EA10","LM_EA11","LM_EA12","CYA1","CYA2","CYA3","CYA4","CYA5","CYA6","CYA7","CYA8","CYA9","CYA10","CYA11","CYA12","CYA13","CYA14","CYA15","CYA16","CMA1","CMA2","CMA3","CMA4","CMA5","CMA6","CMA7","CMA8","CMA9","CMA10","CMA11","CMA12","CMA13","CEA1","CEA2","CEA3","CEA4","CEA5","CEA6","CEA7","CEA8","CEA9","CEA10","CEA11","CEA12","A_YA1_1","A_YA2_1","A_YA3_1","A_YA4_1","A_YA5_1","A_YA6_1","A_YA7_1","A_YA8_1","check50_1","A_YA9_1","A_YA10_1","A_YA11_1","A_YA12_1","A_YA13_1","A_YA14_1","A_YA15_1","A_YA16_1","A_MA1_1","A_MA2_1","A_MA3_1","A_MA4_1","A_MA5_1","A_MA6_1","A_MA7_1","A_MA8_1","A_MA9_1","A_MA10_1","A_MA11_1","A_MA12_1","A_MA13_1","A_EA1_1","A_EA2_1","A_EA3_1","A_EA4_1","A_EA5_1","A_EA6_1","A_EA7_1","A_EA8_1","A_EA9_1","A_EA10_1","A_EA11_1","A_EA12_1","YA%1","YA%2","YA%3","YA%4","YA%5","YA%6","YA%7","YA%8","YA%9","YA%10","YA%11","YA%12","YA%13","YA%14","YA%15","YA%16","MYA%","MA%1","MA%2","MA%3","MA%4","MA%5","MA%6","MA%7","MA%8","MA%9","MA%10","MA%11","MA%12","MA%13","MMA%","EA%1","EA%2","EA%3","EA%4","EA%5","EA%6","EA%7","EA%8","EA%9","EA%10","EA%11","EA%12","MEA%","FTP_1","FTP_2","FTP_3","FTP_4","FTP_5","FTP_6","FTP_7","FTP_8","RFTP_8","FTP_9","RFTP_9","FTP_10","RFTP_10","FTP_Scr","Age","Age Group","Age_aq","Gender","Q71_1","Q71_2","Q71_3","Q71_4","Q71_5","Q71_6","Q71_7","Q71_7_TEXT","Education","Income","PoliticalOrientation","Religion","Religion_10_TEXT","participantId","assignmentId","projectId","projectId (2)"
1,1,19775,19775,0,"108.160.204.42",100.0,574.0,1,19775,"R_1uUlQF9TMu2Gb87",,,,,"41.871","-87.6289","anonymous","EN",1,5,0.6666666666666666,5,1.0,7,1.0,6,0.8333333333333334,3,0.3333333333333333,0.7666666666666666,"I went to a yoga class.",3,2,2,3,5,5,3,6,5,5,5,3,5,6,4.166666666666667,3,2,6,2,2.3333333333333335,3,2,6,2,2.3333333333333335,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,-1,-1,-1,1,-1,-1,1,1,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,58.0,12.0,1.0,31.0,25.0,49.0,7.0,49.0,50.0,70.0,25.0,59.0,85.0,10.0,17.0,18.0,52.0,10.0,7.0,13.0,,30.0,20.0,66.0,,,,29.0,31.0,3.0,,,5.0,10.0,27.0,4.0,21.0,68.0,12.0,8.0,2.0,16.0,-58.0,-12.0,-1.0,31.0,-25.0,-49.0,7.0,49.0,70.0,25.0,59.0,85.0,10.0,-17.0,18.0,52.0,15.25,-10.0,-7.0,-13.0,,30.0,-20.0,-66.0,,,,29.0,-31.0,-3.0,,,,-5.0,10.0,27.0,-4.0,21.0,68.0,-12.0,-8.0,-2.0,-16.0,,7,7,7,7,6,7,6,1,7,2,6,5,3,6.3,23.0,"Young Adult",529.0,2,,,,1,,,,,5,11,5,9,,"99291685451D473C8B7785BC9445BE04","a9424fdc-6cb9-4727-a259-b92e673a01c6","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"184.97.102.222",100.0,685.0,1,19775,"R_6OI5d7uZM9Ko682",,,,,"45.934","-90.4314","anonymous","EN",1,6,0.8333333333333334,5,1.0,6,0.8333333333333334,6,0.8333333333333334,1,0.0,0.7000000000000001,"I took my dogs for a walk in the woods and then went out for a quick lunch.",6,6,3,5,6,2,6,5,5,5,6,2,6,6,5.416666666666667,6,5,2,6,5.666666666666667,6,2,5,3,3.6666666666666665,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,,2,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,,-1,1,1,98.0,64.0,86.0,68.0,79.0,68.0,76.0,74.0,50.0,80.0,84.0,93.0,51.0,73.0,90.0,61.0,82.0,74.0,89.0,73.0,82.0,51.0,80.0,52.0,91.0,91.0,89.0,71.0,81.0,60.0,64.0,63.0,82.0,82.0,87.0,18.0,73.0,61.0,52.0,61.0,96.0,61.0,98.0,64.0,-86.0,68.0,-79.0,68.0,76.0,74.0,80.0,84.0,93.0,-51.0,-73.0,90.0,61.0,82.0,40.5625,-74.0,89.0,73.0,82.0,-51.0,80.0,-52.0,-91.0,-91.0,-89.0,-71.0,-81.0,-60.0,-25.846153846153847,-64.0,-63.0,-82.0,82.0,87.0,-18.0,-73.0,-61.0,,-61.0,96.0,61.0,,7,6,7,5,1,3,7,4,4,3,5,5,3,4.8,63.0,"Elderly Adult",3969.0,2,1,,,,,,,,5,11,2,11,,"1DA0915ABC8A4FB58E4965733CE95B4A","dfe4a3d6-ef94-406c-9cf6-b0dd0490d505","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,0,19775,19775,0,"66.108.122.235",100.0,1804.0,1,19775,"R_5AZO5idbMVFvEVr",,,,,"40.6744","-73.8016","anonymous","EN",1,6,0.8333333333333334,5,1.0,6,0.8333333333333334,6,0.8333333333333334,5,0.6666666666666666,0.8333333333333334,"I went to shopping store with my mother.",3,2,3,2,2,3,5,2,2,2,1,2,6,2,2.6666666666666665,5,,,,,5,1,5,3,3.0,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,1,1,35.0,31.0,58.0,38.0,40.0,45.0,20.0,29.0,61.0,40.0,30.0,37.0,54.0,53.0,57.0,37.0,55.0,47.0,65.0,32.0,55.0,28.0,40.0,35.0,33.0,42.0,44.0,58.0,65.0,60.0,40.0,51.0,54.0,40.0,39.0,51.0,50.0,30.0,69.0,41.0,24.0,44.0,35.0,31.0,58.0,38.0,40.0,45.0,-20.0,29.0,-40.0,30.0,-37.0,54.0,53.0,57.0,37.0,-55.0,22.1875,47.0,65.0,32.0,55.0,28.0,40.0,35.0,33.0,-42.0,44.0,58.0,65.0,-60.0,30.76923076923077,40.0,-51.0,54.0,40.0,39.0,-51.0,50.0,30.0,-69.0,41.0,24.0,44.0,15.916666666666666,6,7,6,6,7,6,6,3,5,6,2,6,2,5.3,35.0," Middle-Age Adult",1225.0,1,1,,,,,,,,5,6,7,1,,"BC9E6A6E734741679910D6D1A22E7643","9f3fb87e-efda-484e-be42-3bbb644a3bb6","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"24.127.180.222",100.0,727.0,1,19775,"R_6njR4BlgjCuA1PO",,,,,"42.331","-83.3785","anonymous","EN",1,5,0.6666666666666666,4,0.75,5,0.6666666666666666,5,0.6666666666666666,4,0.5,0.65,"I went to visit my father who lives with my sister and her family.",5,4,6,5,5,5,3,5,6,6,6,2,6,3,5.0,5,6,3,5,5.333333333333333,6,4,5,3,4.333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,93.0,77.0,26.0,82.0,81.0,51.0,82.0,68.0,50.0,91.0,61.0,98.0,39.0,88.0,81.0,63.0,62.0,73.0,63.0,36.0,32.0,81.0,66.0,57.0,97.0,92.0,84.0,32.0,41.0,72.0,73.0,75.0,84.0,55.0,86.0,50.0,29.0,55.0,97.0,85.0,87.0,63.0,93.0,77.0,26.0,82.0,81.0,51.0,82.0,68.0,91.0,61.0,98.0,39.0,88.0,81.0,63.0,62.0,71.4375,73.0,63.0,36.0,32.0,81.0,66.0,-57.0,97.0,92.0,84.0,32.0,-41.0,72.0,48.46153846153846,73.0,75.0,-84.0,55.0,86.0,-50.0,-29.0,55.0,97.0,85.0,87.0,63.0,42.75,3,3,3,3,2,4,4,4,4,5,3,5,3,3.2,64.0,"Elderly Adult",4096.0,1,1,,,,,,,,4,3,5,2,,"EE5B6ECBD0AB4F448E473BAE04F4D322","b0e12b3f-f914-40d0-b887-8fd62ec57764","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"174.169.65.221",100.0,1378.0,1,19775,"R_52JS5A3Z9lKEk32",,,,,"41.749","-72.6904","anonymous","EN",1,2,0.16666666666666666,2,0.25,4,0.5,5,0.6666666666666666,2,0.16666666666666666,0.35,"This weekend I played video games on my desktop.",2,1,2,3,6,6,2,6,2,2,2,3,5,1,2.8333333333333335,5,1,6,2,2.6666666666666665,2,1,7,1,1.3333333333333333,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,-1,1,-1,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,90.0,35.0,25.0,75.0,60.0,44.0,52.0,90.0,50.0,90.0,75.0,66.0,95.0,85.0,73.0,30.0,85.0,85.0,97.0,85.0,20.0,63.0,15.0,47.0,1.0,5.0,10.0,60.0,40.0,35.0,0.0,1.0,50.0,50.0,50.0,5.0,75.0,50.0,45.0,30.0,22.0,50.0,-90.0,35.0,-25.0,75.0,-60.0,-44.0,52.0,90.0,90.0,75.0,66.0,95.0,-85.0,73.0,30.0,85.0,28.875,-85.0,97.0,-85.0,-20.0,63.0,-15.0,47.0,-1.0,-5.0,-10.0,-60.0,-40.0,-35.0,-11.461538461538462,-0.0,-1.0,50.0,50.0,50.0,-5.0,-75.0,50.0,45.0,-30.0,-22.0,50.0,13.5,5,6,6,6,3,4,5,4,4,6,2,6,2,4.3,27.0,"Young Adult",729.0,2,1,,,,,,,,3,1,1,11,,"B042FE32B34A41BC81539817FD2BD5C1","3f43d0d3-6ae2-4530-b1a7-de791a8b0236","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"57.140.32.0",100.0,777.0,1,19775,"R_6ZUFzvS8FgYaYAp",,,,,"37.751","-97.822","anonymous","EN",1,5,0.6666666666666666,4,0.75,5,0.6666666666666666,5,0.6666666666666666,4,0.5,0.65,"This weekend I went to the movies with my girlfriend.",2,3,2,4,2,2,6,4,2,2,2,6,2,2,2.75,2,2,6,2,2.0,4,2,6,2,2.6666666666666665,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,70.0,20.0,40.0,50.0,5.0,5.0,28.0,39.0,50.0,40.0,31.0,69.0,60.0,18.0,31.0,24.0,52.0,20.0,20.0,21.0,4.0,50.0,5.0,29.0,0.0,0.0,0.0,16.0,64.0,29.0,0.0,0.0,21.0,19.0,24.0,19.0,26.0,27.0,42.0,15.0,0.0,0.0,70.0,-20.0,40.0,50.0,-5.0,-5.0,28.0,39.0,40.0,31.0,69.0,60.0,18.0,-31.0,-24.0,52.0,25.75,-20.0,-20.0,-21.0,-4.0,50.0,-5.0,-29.0,-0.0,-0.0,-0.0,16.0,64.0,-29.0,0.15384615384615385,-0.0,-0.0,-21.0,19.0,24.0,-19.0,26.0,27.0,-42.0,-15.0,-0.0,-0.0,-0.08333333333333333,5,6,6,6,5,6,5,3,5,2,6,3,5,5.5,24.0,"Young Adult",576.0,1,1,,,,,,,,5,8,2,1,,"7DDAC1BACC9B435E9BFD6544CBFCABEC","60ee418a-9de3-4392-894d-f3d15a56cccb","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"24.30.38.199",100.0,642.0,1,19775,"R_5EIJIZ9VWUcRLMd",,,,,"33.8574","-84.013","anonymous","EN",1,4,0.5,3,0.5,6,0.8333333333333334,6,0.8333333333333334,4,0.5,0.6333333333333333,"This weekend I spent time with my grand daughters.",7,7,7,7,7,1,7,4,7,7,6,1,7,7,6.666666666666667,5,6,2,6,5.666666666666667,5,2,6,2,3.0,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,1,81.0,72.0,37.0,62.0,50.0,77.0,79.0,80.0,50.0,93.0,80.0,95.0,79.0,52.0,49.0,77.0,65.0,60.0,95.0,53.0,47.0,100.0,70.0,54.0,57.0,73.0,40.0,82.0,39.0,40.0,76.0,10.0,100.0,70.0,70.0,60.0,70.0,66.0,52.0,76.0,61.0,50.0,81.0,72.0,37.0,-62.0,50.0,77.0,79.0,80.0,93.0,80.0,95.0,79.0,-52.0,-49.0,77.0,65.0,50.125,60.0,95.0,53.0,-47.0,-100.0,70.0,-54.0,57.0,73.0,40.0,82.0,39.0,40.0,31.384615384615383,76.0,-10.0,100.0,70.0,70.0,60.0,70.0,-66.0,-52.0,76.0,61.0,50.0,42.083333333333336,5,5,6,5,3,5,5,4,4,4,4,5,3,4.5,61.0,"Elderly Adult",3721.0,2,1,,,,,,,,6,4,3,11,,"2C1FAB16527D44AE9D8E424932793470","2db7e4f8-2290-4e34-b1ed-2675efd4c408","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
0,1,19775,19775,0,"173.248.196.126",100.0,2173.0,1,19775,"R_70UDD14hSHnMDXc",,,,,"34.7131","-81.2189","anonymous","EN",1,6,0.8333333333333334,4,0.75,6,0.8333333333333334,5,0.6666666666666666,6,0.8333333333333334,0.7833333333333333,"This weekend, I spent time with my family, cooking a delicious meal together and enjoying each other's company.",7,7,7,7,7,7,1,7,7,7,7,1,7,7,6.5,6,4,4,4,4.666666666666667,6,4,4,4,4.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,45.0,40.0,43.0,47.0,50.0,41.0,35.0,44.0,35.0,41.0,48.0,50.0,47.0,50.0,47.0,49.0,54.0,44.0,42.0,40.0,50.0,43.0,23.0,41.0,0.0,15.0,0.0,45.0,25.0,20.0,0.0,4.0,32.0,47.0,49.0,36.0,34.0,37.0,34.0,22.0,1.0,44.0,45.0,40.0,43.0,47.0,50.0,41.0,35.0,44.0,41.0,48.0,50.0,47.0,50.0,47.0,49.0,54.0,45.6875,44.0,42.0,40.0,50.0,43.0,-23.0,41.0,0.0,-15.0,-0.0,45.0,25.0,-20.0,20.923076923076923,-0.0,-4.0,32.0,47.0,49.0,36.0,34.0,37.0,-34.0,-22.0,-1.0,44.0,18.166666666666668,7,6,6,6,7,6,5,2,6,3,5,4,4,5.8,32.0," Middle-Age Adult",1024.0,1,,1,,,,,,,6,10,4,2,,"F4E7FDC4F62D4A2FB544DAA08897C646","620c69cf-701d-4398-9838-434983681820","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
0,1,19775,19775,0,"97.90.253.41",100.0,935.0,1,19775,"R_67HBUSEQXKOFAyU",,,,,"45.8784","-87.1162","anonymous","EN",1,6,0.8333333333333334,4,0.75,6,0.8333333333333334,7,1.0,5,0.6666666666666666,0.8166666666666667,"This weekend I made a homemade pizza and cleaned my house.",7,7,4,7,3,7,1,7,7,7,7,1,7,7,5.916666666666667,7,7,1,7,7.0,7,4,5,3,4.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,50.0,70.0,80.0,80.0,60.0,70.0,70.0,70.0,35.0,70.0,60.0,95.0,60.0,70.0,80.0,30.0,30.0,50.0,80.0,70.0,30.0,80.0,70.0,50.0,99.0,90.0,60.0,60.0,20.0,90.0,70.0,30.0,60.0,80.0,70.0,60.0,80.0,60.0,60.0,90.0,98.0,80.0,50.0,70.0,80.0,80.0,60.0,70.0,70.0,70.0,70.0,60.0,95.0,60.0,70.0,80.0,30.0,30.0,65.3125,50.0,80.0,70.0,30.0,80.0,70.0,50.0,99.0,90.0,60.0,60.0,-20.0,90.0,62.23076923076923,70.0,-30.0,-60.0,80.0,70.0,60.0,80.0,60.0,60.0,90.0,98.0,80.0,54.833333333333336,5,5,6,5,7,6,7,5,3,3,5,6,2,5.1,61.0,"Elderly Adult",3721.0,2,1,,,,,,,,3,6,4,2,,"53C96BDAFEEA420CAA2BE41E4E30ADB0","05e87ff9-5836-412c-9550-995dceae8dac","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"129.161.218.150",100.0,1278.0,1,19775,"R_72zFH90X8QAcbg1",,,,,"42.7273","-73.6696","anonymous","EN",1,1,0.0,1,0.0,2,0.16666666666666666,2,0.16666666666666666,1,0.0,0.06666666666666667,"I watched the nba on tv with my friends this weekend.",4,5,5,6,6,4,4,3,5,5,6,3,5,4,4.833333333333333,2,2,3,5,3.0,3,4,4,4,3.6666666666666665,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,14.0,8.0,4.0,7.0,1.0,29.0,47.0,10.0,50.0,8.0,2.0,45.0,5.0,18.0,19.0,9.0,13.0,10.0,15.0,7.0,5.0,14.0,1.0,22.0,17.0,14.0,5.0,4.0,6.0,16.0,3.0,0.0,22.0,17.0,13.0,6.0,22.0,22.0,19.0,30.0,5.0,9.0,-14.0,-8.0,-4.0,-7.0,-1.0,-29.0,-47.0,10.0,8.0,2.0,-45.0,-5.0,-18.0,-19.0,9.0,-13.0,-11.3125,-10.0,-15.0,-7.0,-5.0,14.0,-1.0,-22.0,-17.0,-14.0,-5.0,-4.0,-6.0,-16.0,-8.307692307692308,-3.0,-0.0,-22.0,-17.0,-13.0,-6.0,-22.0,22.0,-19.0,30.0,-5.0,-9.0,-5.333333333333333,6,5,6,5,5,6,4,3,5,5,3,4,4,4.9,19.0,"Young Adult",361.0,1,,,,1,,,,,,10,4,6,,"8C79F1BB0483431EAB195C8EE5B76DC9","10aad1cc-f926-42b1-ab43-4118e6145ca0","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"184.91.13.190",100.0,728.0,1,19775,"R_7q8kJKkpzXI94g0",,,,,"29.0236","-80.9594","anonymous","EN",1,1,0.0,1,0.0,1,0.0,2,0.16666666666666666,2,0.16666666666666666,0.06666666666666667,"This past weekend, I spent the majority of my time resting and looking at pretty artwork on social media, while occasionally taking research surveys.",5,3,5,5,6,3,5,7,3,5,6,5,3,2,4.583333333333333,5,2,6,2,3.0,4,2,6,2,2.6666666666666665,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,85.0,35.0,40.0,60.0,25.0,20.0,10.0,50.0,50.0,75.0,35.0,40.0,75.0,60.0,70.0,25.0,30.0,35.0,40.0,15.0,15.0,30.0,10.0,30.0,0.0,0.0,0.0,15.0,55.0,3.0,0.0,0.0,5.0,5.0,10.0,0.0,25.0,65.0,35.0,50.0,5.0,30.0,-85.0,-35.0,-40.0,-60.0,-25.0,-20.0,-10.0,-50.0,-75.0,35.0,-40.0,-75.0,-60.0,-70.0,25.0,30.0,-34.6875,-35.0,-40.0,-15.0,-15.0,-30.0,-10.0,-30.0,-0.0,-0.0,-0.0,-15.0,55.0,-3.0,-10.615384615384615,-0.0,-0.0,-5.0,-5.0,-10.0,-0.0,-25.0,65.0,35.0,50.0,-5.0,-30.0,5.833333333333333,4,5,5,3,1,2,4,6,2,4,4,5,3,3.3,25.0,"Young Adult",625.0,2,1,,,,,,,,3,2,2,8,,"75245C8C847A4403A92984DC5EDA7D74","feb97c70-39d4-4b1a-ab67-b8aae6986e80","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"74.76.201.68",100.0,979.0,1,19775,"R_7pUORT6DZBkkqdP",,,,,"42.6654","-77.0621","anonymous","EN",1,6,0.8333333333333334,4,0.75,5,0.6666666666666666,7,1.0,3,0.3333333333333333,0.7166666666666667,"This weekend, I went to the grocery store and shopped for food and toiletries.",3,2,2,2,2,4,4,5,5,6,2,3,5,5,3.5833333333333335,4,2,6,2,2.6666666666666665,4,3,3,5,4.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,1,1,1,1,-1,70.0,50.0,71.0,53.0,60.0,60.0,85.0,82.0,50.0,91.0,80.0,70.0,81.0,54.0,50.0,62.0,32.0,75.0,61.0,61.0,20.0,63.0,73.0,,,0.0,,71.0,80.0,10.0,0.0,,20.0,30.0,64.0,16.0,61.0,41.0,19.0,9.0,51.0,9.0,70.0,50.0,71.0,53.0,60.0,60.0,85.0,82.0,91.0,80.0,70.0,81.0,54.0,50.0,62.0,32.0,65.6875,75.0,61.0,61.0,-20.0,63.0,-73.0,,,-0.0,,71.0,80.0,-10.0,,-0.0,,-20.0,30.0,64.0,-16.0,61.0,41.0,19.0,9.0,51.0,-9.0,,5,6,6,7,2,2,4,6,2,5,3,7,1,3.8,28.0,"Young Adult",784.0,2,1,,,,,,,,6,9,2,11,,"05BE631CD6A54CCA9CA7FBE6F5EBDCDF","a64b77df-1b04-4c3b-8e41-914ecccea9d2","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
1,1,19775,19775,0,"23.123.176.107",100.0,2048.0,1,19775,"R_5hBCV5wRCg1mfN7",,,,,"29.4698","-98.5357","anonymous","EN",1,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,0.0,"I worked a little extra so I could pay off a bill in advance.",3,2,1,1,5,6,2,6,2,2,2,5,3,3,2.6666666666666665,6,5,3,5,5.333333333333333,6,5,4,4,5.0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,40.0,40.0,50.0,30.0,40.0,70.0,34.0,60.0,50.0,95.0,60.0,60.0,60.0,22.0,50.0,10.0,60.0,20.0,71.0,50.0,20.0,80.0,5.0,20.0,1.0,1.0,10.0,40.0,11.0,30.0,3.0,5.0,30.0,60.0,71.0,10.0,20.0,40.0,93.0,40.0,50.0,10.0,-40.0,-40.0,-50.0,-30.0,-40.0,-70.0,-34.0,-60.0,95.0,-60.0,-60.0,-60.0,-22.0,-50.0,10.0,-60.0,-35.6875,-20.0,-71.0,-50.0,-20.0,-80.0,-5.0,-20.0,-1.0,-1.0,-10.0,-40.0,-11.0,30.0,-23.0,-3.0,-5.0,-30.0,-60.0,-71.0,-10.0,-20.0,-40.0,93.0,-40.0,50.0,-10.0,-12.166666666666666,1,7,2,5,1,1,4,7,1,7,1,7,1,2.4,30.0," Middle-Age Adult",900.0,3,1,,1,,,,,,1,1,1,9,,"257A5E7934E7445F96DAB1BCCCE83760","6473069f-4547-4136-b255-4d1240b757aa","251a5fa8-917c-4ed3-8cde-642df604367d","251a5fa8-917c-4ed3-8cde-642df604367d"
